name,price,image,speed,ram_type,modules,capacity,first_word_latency,cas_latency,price_gb,color,rating
Kingston HyperX Fury 8 GB,100,https://cdna.pcpartpicker.com/static/forever/images/product/50b291c13adf4b61f176602f16a2ab18.256p.jpg,DDR4-2133,DDR4,1 x 8GB,8GB,13.127 ns,14,£12.500,Black / White,4.5
Silicon Power XPOWER Cyclone RGB 24 GB,,https://cdna.pcpartpicker.com/static/forever/images/product/5f21b26d22283b2b92ccaa0aa607867a.256p.jpg,DDR5-7200,DDR5,1 x 24GB,24GB,10 ns,36,,White,0
G.Skill Trident Z5 Neo RGB 96 GB,1869.66,https://cdna.pcpartpicker.com/static/forever/images/product/a6eb6ea38b334c6ef0d971ae77ed1322.256p.jpg,DDR5-6000,DDR5,2 x 48GB,96GB,8.667 ns,26,£19.476,Silver / Black,0
Corsair Vengeance RGB Pro SL 32 GB,293.14,https://cdna.pcpartpicker.com/static/forever/images/product/64079d85add71559122ffbd000911056.256p.jpg,DDR4-3600,DDR4,2 x 16GB,32GB,10 ns,18,£9.161,White / Black,4.5
Patriot Viper Steel 16 GB,119.99,https://cdna.pcpartpicker.com/static/forever/images/product/a6d150a1a9e9ad94874551eee42573e4.256p.jpg,DDR4-3200,DDR4,2 x 8GB,16GB,10 ns,16,£7.499,Silver / Black,4.5
G.Skill Trident Z5 CK RGB 48 GB,627.99,https://cdna.pcpartpicker.com/static/forever/images/product/8ae1b7df06c59c74dece4c47daea415f.256p.jpg,DDR5-8200,DDR5,2 x 24GB,48GB,9.756 ns,40,£13.083,Black,0
Timetec PINNACLE Konduit 32 GB,,https://cdna.pcpartpicker.com/static/forever/images/product/35e8ef017a78a1e078ac41ce6d804b56.256p.jpg,DDR4-3200,DDR4,2 x 16GB,32GB,10 ns,16,,White,5
Kingston FURY 128 GB,2320.79,https://cdna.pcpartpicker.com/static/forever/images/product/21e65f54b4b13b66758f32fe50ea37fc.256p.jpg,DDR5-5200,DDR5,4 x 32GB,128GB,15.385 ns,40,£18.131,White,0
Silicon Power XPOWER Gaming 16 GB,,,DDR4-3200,DDR4,2 x 8GB,16GB,10 ns,16,,Gray,0
TEAMGROUP T-Create Expert 48 GB,599.66,,DDR5-6400,DDR5,2 x 24GB,48GB,10 ns,32,£12.493,Black / Gold,5
G.Skill Trident Z5 Neo 64 GB,1161.99,https://cdna.pcpartpicker.com/static/forever/images/product/ddee8f048d2850b577c6e3c3f03a023b.256p.jpg,DDR5-6000,DDR5,2 x 32GB,64GB,10 ns,30,£18.156,Black / Silver,4.5
Crucial Pro Overclocking 64 GB,689.99,,DDR5-6400,DDR5,2 x 32GB,64GB,12.5 ns,40,£10.781,Black,4
Corsair Vengeance RGB 128 GB,2126.98,https://cdna.pcpartpicker.com/static/forever/images/product/ef3ced8a8c3b89a50ac43076f6ed0a0f.256p.jpg,DDR5-6400,DDR5,2 x 64GB,128GB,13.125 ns,42,£16.617,Black,0
Crucial CT8G4DFD824A 8 GB,,https://cdna.pcpartpicker.com/static/forever/images/product/e3b6ee659eca630db6ae1b1627974afd.256p.jpg,DDR4-2400,DDR4,1 x 8GB,8GB,14.167 ns,17,,Green,4.5
Silicon Power SP016GBLVU480F02 16 GB,,https://cdna.pcpartpicker.com/static/forever/images/product/bfa4f60b653cd6494c2cf2a0778f7efe.256p.jpg,DDR5-4800,DDR5,1 x 16GB,16GB,16.667 ns,40,,,0
PNY XLR8 32 GB,215.75,https://cdna.pcpartpicker.com/static/forever/images/product/adb3cb3122e098630f47233e085ba4ae.256p.jpg,DDR4-3600,DDR4,2 x 16GB,32GB,10 ns,18,£6.742,Black,5
Crucial Ballistix 16 GB,,https://cdna.pcpartpicker.com/static/forever/images/product/aa34b3c28154431c4b8ebd2f90a647e4.256p.jpg,DDR4-3200,DDR4,2 x 8GB,16GB,10 ns,16,,Black,4.5
ADATA Premier 16 GB,148.94,https://cdna.pcpartpicker.com/static/forever/images/product/de785c70194bf677c5fe0dc99d8af089.256p.jpg,DDR5-4800,DDR5,1 x 16GB,16GB,16.667 ns,40,£9.309,Black,5
G.Skill Ripjaws V 64 GB,558.34,https://cdna.pcpartpicker.com/static/forever/images/product/755c945a18581469be47ab09e16ec2ec.256p.jpg,DDR4-3200,DDR4,4 x 16GB,64GB,10 ns,16,£8.724,Black,4.5
Corsair Vengeance RGB Pro 64 GB,578.99,https://cdna.pcpartpicker.com/static/forever/images/product/5f09867b54e9ad932b4dd1bc767f6238.256p.jpg,DDR4-3200,DDR4,2 x 32GB,64GB,10 ns,16,£9.047,Black,4.5
Kingston FURY Beast RGB 8 GB,175.09,https://cdna.pcpartpicker.com/static/forever/images/product/a89902497003d206dc10492db178cc9a.256p.jpg,DDR5-5200,DDR5,1 x 8GB,8GB,15.385 ns,40,£21.886,Black,0
Silicon Power XPOWER Storm RGB 64 GB,,https://cdna.pcpartpicker.com/static/forever/images/product/d349323da1aaab67ae40497d58170ec5.256p.jpg,DDR5-6000,DDR5,2 x 32GB,64GB,12.667 ns,38,,Gold,0
Corsair Vengeance 192 GB,2491,https://cdna.pcpartpicker.com/static/forever/images/product/a1a07494c46dd71252fe1127c3523562.256p.jpg,DDR5-5200,DDR5,4 x 48GB,192GB,14.615 ns,38,£12.974,Black,0
TEAMGROUP T-Create Expert 96 GB,1386.53,,DDR5-6400,DDR5,2 x 48GB,96GB,10 ns,32,£14.443,White,0
GeIL Orion AMD Edition 32 GB,,https://cdna.pcpartpicker.com/static/forever/images/product/7065e81fdd6a03d7b40a67954a81aa29.256p.jpg,DDR4-3000,DDR4,2 x 16GB,32GB,10.667 ns,16,,Red,5
Samsung M378A1K43CB2-CRC 8 GB,,,DDR4-2400,DDR4,1 x 8GB,8GB,14.167 ns,17,,Green,4
TEAMGROUP T-Create Expert 128 GB,1834.46,https://cdna.pcpartpicker.com/static/forever/images/product/fb9c0cf802d04eb633a12532d587ffbf.256p.jpg,DDR5-6400,DDR5,2 x 64GB,128GB,13.125 ns,42,£14.332,Black / Gold,0
Silicon Power XPOWER Zenith RGB Gaming 16 GB,199.01,,DDR4-3200,DDR4,1 x 16GB,16GB,10 ns,16,£12.438,Black,0
Patriot Signature Line 8 GB,52.97,https://cdna.pcpartpicker.com/static/forever/images/product/5097466ef8f8af80d8df345617f4cf8d.256p.jpg,DDR4-2666,DDR4,1 x 8GB,8GB,14.254 ns,19,£6.621,Green,0
G.Skill Trident Z5 Royal 32 GB,728.09,https://cdna.pcpartpicker.com/static/forever/images/product/d237fd8c79c430d37535f385981272df.256p.jpg,DDR5-6400,DDR5,2 x 16GB,32GB,9.375 ns,30,£22.753,White,5
G.Skill Ripjaws M5 Neo RGB 32 GB,524.32,https://cdna.pcpartpicker.com/static/forever/images/product/156487501d9518113f7f8c5c8e7b0763.256p.jpg,DDR5-6000,DDR5,2 x 16GB,32GB,12 ns,36,£16.385,Black,5
G.Skill Trident Z5 RGB 96 GB,,https://cdna.pcpartpicker.com/static/forever/images/product/6724c8390b413ed1c0e9398b4ef8d105.256p.jpg,DDR5-6800,DDR5,2 x 48GB,96GB,10 ns,34,,Black,5
Crucial Classic 16 GB,329.58,https://cdna.pcpartpicker.com/static/forever/images/product/b28dc47f2e7061f2dba49b2b5bd6d335.256p.jpg,DDR5-5600,DDR5,2 x 8GB,16GB,16.429 ns,46,£20.599,Black,5
ADATA XPG SPECTRIX D35G RGB 32 GB,205.99,https://cdna.pcpartpicker.com/static/forever/images/product/17bc06c289aa8c022c26296b9858640a.256p.jpg,DDR4-3200,DDR4,2 x 16GB,32GB,10 ns,16,£6.437,Black,0
PNY XLR8 Gaming EPIC-X RGB 16 GB,119.21,https://cdna.pcpartpicker.com/static/forever/images/product/39a81e8c319d777c2755f624014739cd.256p.jpg,DDR4-3200,DDR4,2 x 8GB,16GB,10 ns,16,£7.451,Black,4.5
Crucial Classic 8 GB,171.23,https://cdna.pcpartpicker.com/static/forever/images/product/22ed3039e295b950abb4abf38d21569a.256p.jpg,DDR5-5600,DDR5,1 x 8GB,8GB,16.429 ns,46,£21.404,Black,3
Corsair Vengeance RGB 48 GB,643.99,https://cdna.pcpartpicker.com/static/forever/images/product/e7cfb968f02550f2122a8dcca4d0ff8e.256p.jpg,DDR5-6000,DDR5,2 x 24GB,48GB,12 ns,36,£13.416,Black / Silver,5
G.Skill Trident Z5 Neo 32 GB,563.42,https://cdna.pcpartpicker.com/static/forever/images/product/37bd3f985cbc5a2416495a81ef2b23c5.256p.jpg,DDR5-6000,DDR5,2 x 16GB,32GB,10 ns,30,£17.607,Black,4.5
TEAMGROUP T-Force Delta RGB 64 GB,951.31,https://cdna.pcpartpicker.com/static/forever/images/product/ef4ede6a5602aee565feee7d3c8fa555.256p.jpg,DDR5-6400,DDR5,2 x 32GB,64GB,9.375 ns,30,£14.864,Black,0
Corsair Vengeance RGB 96 GB,1563.99,https://cdna.pcpartpicker.com/static/forever/images/product/e5015c5e5cdd8dd950dfbae1c3a65d40.256p.jpg,DDR5-6000,DDR5,2 x 48GB,96GB,12 ns,36,£16.292,Gray,5
Samsung M378A2K43CB1-CTD 16 GB,,https://cdna.pcpartpicker.com/static/forever/images/product/10a79fe6bbed72fe720111345c5ecc63.256p.jpg,DDR4-2666,DDR4,1 x 16GB,16GB,14.254 ns,19,,Green / Black,0
Crucial CT2K8G4DFRA266 16 GB,,,DDR4-2666,DDR4,2 x 8GB,16GB,14.254 ns,19,,Green,4
G.Skill Trident Z5 Neo RGB 192 GB,,https://cdna.pcpartpicker.com/static/forever/images/product/8fad9b765355981d88240eb41f0dc71d.256p.jpg,DDR5-6000,DDR5,4 x 48GB,192GB,9.333 ns,28,,Black,0
G.Skill Flare X5 96 GB,1633.58,https://cdna.pcpartpicker.com/static/forever/images/product/258b306ff2cf981921b9f7658dafa47d.256p.jpg,DDR5-5200,DDR5,2 x 48GB,96GB,15.385 ns,40,£17.016,Black,4
Patriot Signature Line 32 GB,400.9,https://cdna.pcpartpicker.com/static/forever/images/product/429d6dde015122acd1fc53ffb268419c.256p.jpg,DDR5-4800,DDR5,2 x 16GB,32GB,16.667 ns,40,£12.528,Black,0
Silicon Power XPOWER Turbine RGB 16 GB,127.97,https://cdna.pcpartpicker.com/static/forever/images/product/4006eff86a0df7cca9e6ee1018321621.256p.jpg,DDR4-3200,DDR4,2 x 8GB,16GB,10 ns,16,£7.998,Silver / Black,4.5
ADATA XPG Lancer Blade RGB 32 GB,369.99,https://cdna.pcpartpicker.com/static/forever/images/product/21076fdda2f672b49f42a0ce9690da02.256p.jpg,DDR5-6000,DDR5,2 x 16GB,32GB,16 ns,48,£11.562,Black,2
Silicon Power SP016GBLFU240B22 16 GB,93.97,https://cdna.pcpartpicker.com/static/forever/images/product/b0c215ddc4aabd52cb820837384acaef.256p.jpg,DDR4-2400,DDR4,2 x 8GB,16GB,14.167 ns,17,£5.873,,0
G.Skill Trident Z RGB 64 GB,867.71,https://cdna.pcpartpicker.com/static/forever/images/product/147546d8860b3b4c28b12d9913a887c4.256p.jpg,DDR4-3200,DDR4,4 x 16GB,64GB,10 ns,16,£13.558,Black,5
G.Skill Ripjaws S5 64 GB,915.22,https://cdna.pcpartpicker.com/static/forever/images/product/5ab2f3645c54dc6a14d2efada8f011c8.256p.jpg,DDR5-6000,DDR5,2 x 32GB,64GB,12 ns,36,£14.300,Black,4.5
G.Skill Ripjaws V 8 GB,238.12,https://cdna.pcpartpicker.com/static/forever/images/product/eb501cf612ed27d421c2b472f92e669f.256p.jpg,DDR4-2666,DDR4,1 x 8GB,8GB,14.254 ns,19,£29.765,Red / Black,0
Kingston FURY Impact 32 GB,580.79,https://cdna.pcpartpicker.com/static/forever/images/product/41a6153b889ea579c8be079e91e90ac5.256p.jpg,DDR5-5600,DDR5,2 x 16GB,32GB,14.286 ns,40,£18.150,Black,0
Kingston HyperX Fury 32 GB,419.99,https://cdna.pcpartpicker.com/static/forever/images/product/965270ddabf51915723e2918132e4701.256p.jpg,DDR4-3200,DDR4,2 x 16GB,32GB,10 ns,16,£13.125,Black,4.5
PNY Performance 8 GB,100.43,https://cdna.pcpartpicker.com/static/forever/images/product/39d0f7a4f9d8bfc8d531d6457b8c9465.256p.jpg,DDR5-5600,DDR5,1 x 8GB,8GB,16.429 ns,46,£12.554,Black,0
Kingston FURY Beast 128 GB,1636.92,https://cdna.pcpartpicker.com/static/forever/images/product/315e07375f481e900ace3c889f1712ec.256p.jpg,DDR4-3200,DDR4,4 x 32GB,128GB,10 ns,16,£12.788,Black,5
Silicon Power XPOWER Turbine 32 GB,,https://cdna.pcpartpicker.com/static/forever/images/product/bd1c95d7f8eab185747c3248c520d608.256p.jpg,DDR4-3200,DDR4,2 x 16GB,32GB,10 ns,16,,Blue,0
Timetec PREMIUM 32 GB,165.42,,DDR4-2133,DDR4,2 x 16GB,32GB,14.065 ns,15,£5.169,Black,0
Patriot Viper Venom 64 GB,819.59,https://cdna.pcpartpicker.com/static/forever/images/product/f872f449bc8dd16bdc142f80e9df1d88.256p.jpg,DDR5-6400,DDR5,2 x 32GB,64GB,10 ns,32,£12.806,Black / White,5
Silicon Power XPOWER Cyclone RGB 32 GB,,https://cdna.pcpartpicker.com/static/forever/images/product/8614f08229d3996dee637c13c7e26f91.256p.jpg,DDR5-6000,DDR5,2 x 16GB,32GB,12 ns,36,,White,0
Patriot Viper Steel 32 GB,229.99,https://cdna.pcpartpicker.com/static/forever/images/product/38b25be6c47d7dcb7bc402ff41e1b37a.256p.jpg,DDR4-3600,DDR4,2 x 16GB,32GB,10 ns,18,£7.187,Silver / Black,3.5
Netac Shadow II 32 GB,,https://cdna.pcpartpicker.com/static/forever/images/product/bab9326ec0a1749a679c730135f36bb1.256p.jpg,DDR4-3200,DDR4,2 x 16GB,32GB,10 ns,16,,Black,5
Corsair Vengeance RGB Pro SL 16 GB,154.47,https://cdna.pcpartpicker.com/static/forever/images/product/73834bdaec7fa1b9bd7f96d2266dee4c.256p.jpg,DDR4-3200,DDR4,2 x 8GB,16GB,10 ns,16,£9.654,Black,4.5
Crucial CT4K32G4LFQ4213 128 GB,,,DDR4-2133,DDR4,4 x 32GB,128GB,14.065 ns,15,,Black / Green,0
TEAMGROUP T-Force Vulcanα 32 GB,379.99,https://cdna.pcpartpicker.com/static/forever/images/product/b8af5ffb1195ccee47bcc27375c4016f.256p.jpg,DDR5-6000,DDR5,2 x 16GB,32GB,12.667 ns,38,£11.875,Black / Silver,0
Kingston FURY Beast RGB 128 GB,1736.42,https://cdna.pcpartpicker.com/static/forever/images/product/2700676db20720e67df7738bcddcbf14.256p.jpg,DDR5-5200,DDR5,4 x 32GB,128GB,15.385 ns,40,£13.566,Black,5
ADATA XPG Lancer Blade 8 GB,99.95,https://cdna.pcpartpicker.com/static/forever/images/product/73fe9b93a203b9f3b1d7f997244b9297.256p.jpg,DDR5-5600,DDR5,1 x 8GB,8GB,16.429 ns,46,£12.494,Black,0
TEAMGROUP T-Create Expert 64 GB,559.4,https://cdna.pcpartpicker.com/static/forever/images/product/fdcf230af73480217e7244780e72c6e1.256p.jpg,DDR4-3200,DDR4,2 x 32GB,64GB,10 ns,16,£8.741,Gray,5
Patriot Viper Steel 8 GB,68.99,https://cdna.pcpartpicker.com/static/forever/images/product/f02f872bfbeae09eefa0a32c38abd360.256p.jpg,DDR4-3200,DDR4,1 x 8GB,8GB,10 ns,16,£8.624,Silver / Black,4.5
G.Skill Flare X5 192 GB,3334.58,https://cdna.pcpartpicker.com/static/forever/images/product/a5d69e581bfde52d5b129a717dea21b6.256p.jpg,DDR5-6000,DDR5,4 x 48GB,192GB,9.333 ns,28,£17.368,Black,0
SK Hynix HMA81GU6MFR8N-UH 8 GB,,,DDR4-2400,DDR4,1 x 8GB,8GB,14.167 ns,17,,Green / Black,3.5
G.Skill Trident Z5 Neo RGB 256 GB,6384.1,,DDR5-6000,DDR5,4 x 64GB,256GB,12 ns,36,£24.938,Black,0
Klevv BOLT X 16 GB,,https://cdna.pcpartpicker.com/static/forever/images/product/c242f1fa9979a24196b8bd732b1bb443.256p.jpg,DDR4-3600,DDR4,2 x 8GB,16GB,10 ns,18,,Black,5
Crucial CT2K32G48C40U5 64 GB,,https://cdna.pcpartpicker.com/static/forever/images/product/0df2f19a10b07336570a21e44a6f52f2.256p.jpg,DDR5-4800,DDR5,2 x 32GB,64GB,16.667 ns,40,,Black,5
Crucial CT64G56C46U5 64 GB,,https://cdna.pcpartpicker.com/static/forever/images/product/1f239736ebe1a780f5a440c64ceb540b.256p.jpg,DDR5-5600,DDR5,1 x 64GB,64GB,16.429 ns,46,,Black,0
Samsung M386A4G40DM0-CPB 32 GB,,https://cdna.pcpartpicker.com/static/forever/images/product/7340a584b9875535260f3a7e483d5ac4.256p.jpg,DDR4-2133,DDR4,1 x 32GB,32GB,14.065 ns,15,,Black / Green,0
Corsair Vengeance RGB RS 32 GB,308.99,https://cdna.pcpartpicker.com/static/forever/images/product/b6d111351e56f32cd776e4cf8ce17e39.256p.jpg,DDR4-3200,DDR4,2 x 16GB,32GB,10 ns,16,£9.656,Black / Gray,4.5
G.Skill Ripjaws 4 8 GB,,https://cdna.pcpartpicker.com/static/forever/images/product/e77e7b5b308cc0a97c126306d436d08e.256p.jpg,DDR4-2400,DDR4,1 x 8GB,8GB,12.5 ns,15,,Black,0
Crucial Pro 96 GB,949,https://cdna.pcpartpicker.com/static/forever/images/product/14c96d09ebd58a3287587ce2d73692dc.256p.jpg,DDR5-5600,DDR5,2 x 48GB,96GB,16.429 ns,46,£9.885,Black,0
Crucial CT2K16G48C40U5 32 GB,450.36,https://cdna.pcpartpicker.com/static/forever/images/product/da4cecff7e3ebe77a577561a19a2d1c7.256p.jpg,DDR5-4800,DDR5,2 x 16GB,32GB,16.667 ns,40,£14.074,Black,3
Kingston ValueRAM 4 GB,36.99,https://cdna.pcpartpicker.com/static/forever/images/product/0b55d305b251ab6c70bb68b2bb8ba692.256p.jpg,DDR4-3200,DDR4,1 x 4GB,4GB,13.75 ns,22,£9.248,Green,0
Lexar Ares RGB 32 GB,419.99,,DDR5-6400,DDR5,2 x 16GB,32GB,10 ns,32,£13.125,Black / Silver,4.5
OLOy MD4U083016BBSA 8 GB,52.81,https://cdna.pcpartpicker.com/static/forever/images/product/4f8071035f8a6a249b0d422f08426ec0.256p.jpg,DDR4-3000,DDR4,1 x 8GB,8GB,10.667 ns,16,£6.601,Black / Red,0
G.Skill Trident Z Neo 16 GB,160.23,https://cdna.pcpartpicker.com/static/forever/images/product/d62078e82b57dca6362b1485f39e1064.256p.jpg,DDR4-3600,DDR4,2 x 8GB,16GB,8.889 ns,16,£10.014,Black / Silver,4.5
Patriot Viper Elite II 16 GB,153.49,https://cdna.pcpartpicker.com/static/forever/images/product/2d2e900270a7ee108195438e806927eb.256p.jpg,DDR4-4000,DDR4,2 x 8GB,16GB,10 ns,20,£9.593,Red / Black,5
Klevv CRAS V RGB 64 GB,,https://cdna.pcpartpicker.com/static/forever/images/product/dbae3f388d603781a10b5e4c7ff017b5.256p.jpg,DDR5-6000,DDR5,2 x 32GB,64GB,10 ns,30,,Black,5
Silicon Power XPOWER Pulse Gaming 32 GB,318.97,https://cdna.pcpartpicker.com/static/forever/images/product/25413f2eb85446fc1fd15e9ec6720ea4.256p.jpg,DDR5-6000,DDR5,2 x 16GB,32GB,12 ns,36,£9.968,Black,0
Crucial Ballistix MAX 16 GB,,https://cdna.pcpartpicker.com/static/forever/images/product/78426bb44506f17137884725fca91f70.256p.jpg,DDR4-4000,DDR4,2 x 8GB,16GB,9 ns,18,,Black,5
Crucial CT16G4DFD8266 16 GB,114.57,https://cdna.pcpartpicker.com/static/forever/images/product/c82a6e2a4badf164eb735d3dacc469f4.256p.jpg,DDR4-2666,DDR4,1 x 16GB,16GB,14.254 ns,19,£7.161,Green / Black,4
PNY XLR8 Gaming RGB 32 GB,535.54,https://cdna.pcpartpicker.com/static/forever/images/product/b751bf6e39d337844fd363b895f21be8.256p.jpg,DDR5-6400,DDR5,2 x 16GB,32GB,11.25 ns,36,£16.736,Black,0
ADATA XPG Lancer Blade RGB 16 GB,309.24,https://cdna.pcpartpicker.com/static/forever/images/product/747eb7ce812c16fc86e237f7d46e1938.256p.jpg,DDR5-6000,DDR5,1 x 16GB,16GB,10 ns,30,£19.328,Black,0
OLOy MD4U083216BJDA 16 GB,,https://cdna.pcpartpicker.com/static/forever/images/product/ae076b653790230e95e014df9aadbdff.256p.jpg,DDR4-3200,DDR4,2 x 8GB,16GB,10 ns,16,,Black,5
Crucial CT2K4G4DFS8213 8 GB,,https://cdna.pcpartpicker.com/static/forever/images/product/e31c07055b35a6ee78b033026b5b6823.256p.jpg,DDR4-2133,DDR4,2 x 4GB,8GB,14.065 ns,15,,Black / Green,4.5
Crucial CT32G48C40U5 32 GB,369.99,https://cdna.pcpartpicker.com/static/forever/images/product/c34bf04fd3d7d24636774b31fa151e34.256p.jpg,DDR5-4800,DDR5,1 x 32GB,32GB,16.667 ns,40,£11.562,Black,3
TEAMGROUP Elite 32 GB,299.19,https://cdna.pcpartpicker.com/static/forever/images/product/9163c3fe22a733ec7fd492911c252989.256p.jpg,DDR4-2666,DDR4,2 x 16GB,32GB,14.254 ns,19,£9.350,Black,0
Corsair Dominator Platinum RGB 64 GB,725.47,https://cdna.pcpartpicker.com/static/forever/images/product/4c201639021aacf174e4a7cae917dab8.256p.jpg,DDR5-5200,DDR5,2 x 32GB,64GB,15.385 ns,40,£11.335,Black,4.5
Corsair Dominator Titanium 96 GB,,https://cdna.pcpartpicker.com/static/forever/images/product/08e684648a3a5521ca8495c9485fce38.256p.jpg,DDR5-6400,DDR5,2 x 48GB,96GB,10 ns,32,,White,0
Crucial CT16G4DFRA32A 16 GB,129.99,https://cdna.pcpartpicker.com/static/forever/images/product/a375bc3b1e4a88c4a69fce0f0308ba9c.256p.jpg,DDR4-3200,DDR4,1 x 16GB,16GB,13.75 ns,22,£8.124,Green,3
G.Skill Trident Z Royal 32 GB,304.11,https://cdna.pcpartpicker.com/static/forever/images/product/5f0811018cd80527d23610ce976a39ce.256p.jpg,DDR4-3200,DDR4,2 x 16GB,32GB,10 ns,16,£9.503,Silver,4.5
Corsair Vengeance LPX 256 GB,,https://cdna.pcpartpicker.com/static/forever/images/product/8ccbf3dbd4944b9686c9b459c21a5052.256p.jpg,DDR4-3600,DDR4,8 x 32GB,256GB,10 ns,18,,Black / Yellow,0
Silicon Power Value Gaming 64 GB,,https://cdna.pcpartpicker.com/static/forever/images/product/387b7e1e656a72c2316baad882ab47e1.256p.jpg,DDR5-6000,DDR5,2 x 32GB,64GB,12.667 ns,38,,Black,0
Acer Predator Pallas II 32 GB,,https://cdna.pcpartpicker.com/static/forever/images/product/2e3f55a41197656d88968e8e6f3979a8.256p.jpg,DDR5-6000,DDR5,2 x 16GB,32GB,10 ns,30,,Black,0
V-Color TRA564G56D436O 512 GB,,https://cdna.pcpartpicker.com/static/forever/images/product/1767f4eb30c89cd7076ead322e689ef4.256p.jpg,DDR5-5600,DDR5,8 x 64GB,512GB,12.857 ns,36,,Black,0
Crucial CT2K16G56C46U5 32 GB,432.36,https://cdna.pcpartpicker.com/static/forever/images/product/4a72adc7687eede0680fe569297c1ca5.256p.jpg,DDR5-5600,DDR5,2 x 16GB,32GB,16.429 ns,46,£13.511,Black,5
ADATA XPG GAMMIX D10 16 GB,,https://cdna.pcpartpicker.com/static/forever/images/product/13d7d8c2a09bc0bba734692a8ca6463f.256p.jpg,DDR4-3000,DDR4,2 x 8GB,16GB,10.667 ns,16,,Black / White,4.5
Kingston FURY 16 GB,,https://cdna.pcpartpicker.com/static/forever/images/product/2e119f2bf941f81a4287fdac476f19bb.256p.jpg,DDR5-5600,DDR5,1 x 16GB,16GB,14.286 ns,40,,White,0
PNY MN16GK2D43200-TB 16 GB,93.83,https://cdna.pcpartpicker.com/static/forever/images/product/837771a7a3da613d1df74880798ac439.256p.jpg,DDR4-3200,DDR4,2 x 8GB,16GB,13.75 ns,22,£5.864,Black,0
Kingston FURY 64 GB,910.99,https://cdna.pcpartpicker.com/static/forever/images/product/2ed5b9381e57e440ea8756d8f185827e.256p.jpg,DDR5-6000,DDR5,2 x 32GB,64GB,12 ns,36,£14.234,White,0
Mushkin Essentials 4 GB,96,,DDR4-2133,DDR4,1 x 4GB,4GB,14.065 ns,15,£24.000,Black / Green,0
Crucial CT4G4DFS824A 4 GB,,https://cdna.pcpartpicker.com/static/forever/images/product/1c1a330e97f77a0ca8c6209adc7804cd.256p.jpg,DDR4-2400,DDR4,1 x 4GB,4GB,14.167 ns,17,,Black / Green,5
Patriot Viper Elite 5 64 GB,1422.54,,DDR5-6400,DDR5,2 x 32GB,64GB,10 ns,32,£22.227,White,0
Crucial CT8G4DFRA266 8 GB,70.56,https://cdna.pcpartpicker.com/static/forever/images/product/a1c6e2401cb22c68fc70cfec2762d539.256p.jpg,DDR4-2666,DDR4,1 x 8GB,8GB,14.254 ns,19,£8.820,Green,0
Patriot Viper Steel 64 GB,449.99,https://cdna.pcpartpicker.com/static/forever/images/product/005d4fb952902ddbff2321bb2b48c252.256p.jpg,DDR4-3600,DDR4,2 x 32GB,64GB,10 ns,18,£7.031,Silver / Black,5
ADATA XPG SPECTRIX D50 16 GB,,https://cdna.pcpartpicker.com/static/forever/images/product/cf2342d4b65626a38d05349ec71c82df.256p.jpg,DDR4-3200,DDR4,2 x 8GB,16GB,10 ns,16,,White,5
SK Hynix HMAA2GU6CJR8N-XN 16 GB,,,DDR4-3200,DDR4,1 x 16GB,16GB,13.75 ns,22,,Green,0
Corsair SHUGO SAKURA NOA 32 GB,590.99,https://cdna.pcpartpicker.com/static/forever/images/product/5a507c82e8c8e618458132d7a644f53b.256p.jpg,DDR5-6000,DDR5,2 x 16GB,32GB,9.333 ns,28,£18.468,Black / White,0
TEAMGROUP T-Create Expert 16 GB,141.94,https://cdna.pcpartpicker.com/static/forever/images/product/ab82ba7617245224a22e77deb7a1639a.256p.jpg,DDR4-3200,DDR4,2 x 8GB,16GB,10 ns,16,£8.871,Gray,5
Silicon Power SP016GBSVU480F02 16 GB,355.92,https://cdna.pcpartpicker.com/static/forever/images/product/4681f4d035a4598819cbf15ecaad62ed.256p.jpg,DDR5-4800,DDR5,1 x 16GB,16GB,16.667 ns,40,£22.245,,0
Silicon Power SP016GBLFU266B22 16 GB,95.97,https://cdna.pcpartpicker.com/static/forever/images/product/06d8e634fbc62e99a9233029cd92ace5.256p.jpg,DDR4-2666,DDR4,2 x 8GB,16GB,14.254 ns,19,£5.998,,0
TEAMGROUP Elite 8 GB,64.44,https://cdna.pcpartpicker.com/static/forever/images/product/f56697c900675d7ba6435a64705f5104.256p.jpg,DDR4-3200,DDR4,1 x 8GB,8GB,13.75 ns,22,£8.055,Black,0
Crucial CT2K16G56C46S5 32 GB,284,https://cdna.pcpartpicker.com/static/forever/images/product/6e6667bb20a2dbda26b2ab8b54d952d3.256p.jpg,DDR5-5600,DDR5,2 x 16GB,32GB,16.429 ns,46,£8.875,Black,0
Patriot Venom 64 GB,799.99,,DDR5-6000,DDR5,2 x 32GB,64GB,10 ns,30,£12.500,Black,5
Crucial Ballistix 32 GB,359.76,https://cdna.pcpartpicker.com/static/forever/images/product/cc5fd9e250d96e8e1230c8e061c60af4.256p.jpg,DDR4-3600,DDR4,2 x 16GB,32GB,8.889 ns,16,£11.242,Black,5
Patriot Viper Elite 5 Ultra RGB 32 GB,471.66,https://cdna.pcpartpicker.com/static/forever/images/product/544b9408cd2ed3cd5de1023a628862ce.256p.jpg,DDR5-6000,DDR5,2 x 16GB,32GB,9.333 ns,28,£14.739,Black,0
