name,price,type,color,psu,side_panel,external_volume,internal_35_bays
In Win BL641.300TBL,0.00,MicroATX Slim,Black,300,,11.6,2
In Win BM650.AD160TBL,0.00,Mini ITX Tower,Black,160,,6.8,0
In Win C589T.CQ350TBL,0.00,ATX Mid Tower,Black,350,,35,3
In Win C638T.CQ350TBL,0.00,ATX Mid Tower,Black,350,,35,3
In Win EA013.T350SL,0.00,ATX Mid Tower,Black / Silver,,,34.9,2
In Win EM006.T350SL+,0.00,MicroATX Mini Tower,Black / Silver,350,,48,2
In Win EM013.T350SL,0.00,MicroATX Mini Tower,Black / White,,,25.3,2
In Win EM023.T350SL,0.00,MicroATX Mini Tower,Black,,,25.3,2
In Win Griffin,0.00,ATX Mid Tower,Black,,,37.1,5
In Win IW-BP655.200BL,0.00,Mini ITX Tower,Black,200,,8.1,0
In Win IW-BQ656,0.00,Mini ITX Tower,Black,80,,3.3,0
In Win IW-C589T.CQ350TBL,0.00,ATX Mid Tower,Black,350,,35,3
In Win IW-F430.RL,0.00,ATX Mid Tower,Red / White,,,43.8,3
In Win IW-V605T2.CQ350TBL,0.00,MicroATX Mini Tower,Black,350,,22.9,1
In Win IW-Z583T.CQ350TBL,0.00,MicroATX Mini Tower,Black / Gray,350,,24.2,1
In Win Ironclad,0.00,ATX Full Tower,Black / White,,,70.5,6
In Win S605T2.CQ350TBL,0.00,ATX Mid Tower,Black,350,,35.8,2
In Win Track,0.00,ATX Mid Tower,Black / Silver,,,45.7,3
In Win V564T2.CQ350TBL,0.00,MicroATX Mini Tower,Black / Silver,350,,22.9,1
In Win V605T2.CQ350TBL,0.00,MicroATX Mini Tower,Black,350,,22.9,1
In Win V627T2.CQ350TBL,0.00,MicroATX Mini Tower,Black,350,,22.9,1
In Win Z583T.CQ350TBL,0.00,MicroATX Mini Tower,Black / Silver,350,,24.2,1
In Win Z638T.CQ350TBL,0.00,MicroATX Mini Tower,Black,350,,24.2,1
Raidmax Iceberg,0.00,ATX Mid Tower,Silver,,Acrylic,55.2,4
Raidmax Tornado,0.00,ATX Mid Tower,Black / Green,,Acrylic,42.1,5
Raidmax Tornado,0.00,ATX Mid Tower,Black / Blue,,Acrylic,42.1,5
Raidmax Tornado,0.00,ATX Mid Tower,Black / Yellow,,Acrylic,42.1,5
Raidmax Hurricane,0.00,ATX Mid Tower,Black,,Acrylic,36.2,5
Raidmax Atlas ATX-295WB,0.00,ATX Mid Tower,Black,,Acrylic,42.9,4
Raidmax Atlas ATX-298WB,0.00,ATX Mid Tower,Black,,Acrylic,42.9,4
Raidmax Typhoon,0.00,ATX Mid Tower,Black,,Acrylic,36.2,5
Raidmax Smilodon ATX-612WB,0.00,ATX Mid Tower,Black,500,Acrylic,47.5,4
Raidmax Blackstorm ATX-615WW,0.00,ATX Mid Tower,White / Blue,,,47.7,1
Raidmax Enzo ATX-617WR,0.00,ATX Mid Tower,Black / Red,,Acrylic,47.7,4
Raidmax Aztec,0.00,ATX Mid Tower,Black / Orange,,Acrylic,47.5,4
Raidmax Fusion ATX-806WB,0.00,ATX Mid Tower,Gray / Black,,Acrylic,41,5
Raidmax Helios ATX-819WB,0.00,ATX Mid Tower,Black,,Acrylic,51,4
Raidmax Aura ATX-927WB,0.00,ATX Mid Tower,Black,,Acrylic,40,3
Raidmax Aura ATX-927WB,0.00,ATX Mid Tower,Green,,Acrylic,40,3
Raidmax Aura ATX-927WB,0.00,ATX Mid Tower,Blue,,Acrylic,40,3
Raidmax Skyline ATX-948WB,0.00,ATX Mid Tower,Black,,Acrylic,47.1,4
Raidmax Eclipse ATX-989WBBL,0.00,ATX Mid Tower,Black,,Acrylic,42.1,3
Rosewill RC-CIX-01,0.00,Mini ITX Tower,Black,150,,8.6,1
Rosewill RC-CIX-01,0.00,Mini ITX Tower,Black / Red,150,,8.6,1
Silverstone FT01-B,0.00,ATX Mid Tower,Black,,,51.7,7
Silverstone FT01-B,0.00,ATX Mid Tower,Black,,Acrylic,51.7,7
Silverstone FT02B,0.00,ATX Mid Tower,Black,,,64.8,5
Silverstone GD01B-MXR,0.00,HTPC,Black,,,31.3,6
Silverstone KL02-B,0.00,ATX Mid Tower,Black,,Acrylic,41.7,4
Silverstone KL03-B,0.00,ATX Full Tower,Black,,,68.2,4
Silverstone PS05-B,0.00,ATX Mid Tower,Black,,,43,4
Silverstone RV01-BW,0.00,ATX Full Tower,Black,,Acrylic,113.1,6
Silverstone RV02B-EW,0.00,ATX Full Tower,Black,,Acrylic,68.3,5
Silverstone RV02B-EW,0.00,ATX Full Tower,Black,,Acrylic,68.3,5
Silverstone RV02B-EW,0.00,ATX Full Tower,White,,Acrylic,68.3,5
Silverstone SG01-BF,0.00,MicroATX Desktop,Black,,,21.8,2
Silverstone SG04B-F,0.00,MicroATX Mini Tower,Black,,,24.7,2
Silverstone SG07-B,0.00,Mini ITX Desktop,Black / Gray,600,Acrylic,14.6,1
Silverstone TJ09-B,0.00,ATX Full Tower,Black,,,66.6,6
Silverstone TJ09-BW,0.00,ATX Full Tower,Black,,Acrylic,66.7,6
Silverstone TJ10-B,0.00,ATX Full Tower,Black,,,69.8,6
Sunbeam AC9B-T,0.00,ATX Mid Tower,Clear,,,49.5,4
Sunbeam ACMI-P-HUVB,0.00,Mini ITX Tower,Clear,150,Acrylic,10.3,1
Sunbeam ACMI-P-T,0.00,Mini ITX Tower,Clear,150,Acrylic,,1
Sunbeam ACUF-T,0.00,ATX Mid Tower,Clear,,,33.8,2
Sunbeam IC-AUT,0.00,ATX Mid Tower,Black,,,,3
Sunbeam IC-FS,0.00,ATX Mid Tower,Black,,Acrylic,38.6,3
Sunbeam IC-TR-US-BA-WOPSU,0.00,ATX Full Tower,Black / Silver,,Acrylic,47.8,6
Sunbeam IC-VM,0.00,ATX Mid Tower,Black,,,31,5
XClio A380BK,0.00,ATX Full Tower,Black,,Acrylic,60.2,7
XClio A380COLOR,0.00,ATX Full Tower,Black,,Acrylic,60.2,6
XClio A380COLOR-PLUS,0.00,ATX Full Tower,Black,,Acrylic,65.4,6
XClio A380PLUS,0.00,ATX Full Tower,Black,,Acrylic,65.4,7
XClio Blackhawk,0.00,ATX Full Tower,Black,,,59.7,8
XClio Color I,0.00,ATX Mid Tower,Black,,,41.6,5
XClio Coolbox Advanced,0.00,ATX Mid Tower,Black,,,34,5
XClio Godspeed 737,0.00,ATX Mid Tower,Black,,,39.8,5
XClio Godspeed 747,0.00,ATX Mid Tower,Black,,,39.8,5
XClio Godspeed Two Advanced,0.00,ATX Mid Tower,Black,,Acrylic,44.3,5
XClio Nighthawk,0.00,ATX Mid Tower,Black,,Acrylic,37.6,4
XClio Nighthawk Color,0.00,ATX Mid Tower,Black,,Acrylic,39.8,4
XClio WTBK,0.00,ATX Full Tower,Black,,,69.8,6
XClio XCLIO 2000,0.00,ATX Full Tower,Black,,,93.3,12
Xigmatek Utgard Window,0.00,ATX Mid Tower,Black,,Acrylic,51.7,4
Xigmatek Utgard Mesh,0.00,ATX Mid Tower,Black,,,51.7,4
Xion AXP-ARM001-BL,0.00,ATX Mid Tower,Black,,Acrylic,38.3,5
Xion AXP100-001BK,0.00,ATX Mid Tower,Black,,Acrylic,37.2,5
Xion AXP120-001BK,0.00,ATX Mid Tower,Black,,Acrylic,40.3,5
Xion AXP300-001BK,0.00,ATX Mid Tower,Black,,,43.7,5
Xion XON-CBX01,0.00,ATX Mid Tower,Black,,Acrylic,38.3,5
Xion XON-EC001,0.00,ATX Mid Tower,Black,,,43.7,5
Xion XON-EC001,0.00,ATX Mid Tower,Black / Red,,,43.7,5
Zalman LQ1000,0.00,ATX Mid Tower,Black,,,47.4,4
Athenatech A100BB.270,0.00,HTPC,Black / Silver,270,,18.5,2
Athenatech A100SC.350,0.00,HTPC,Gray / Silver,350,,18.5,2
Athenatech A3708BS.450,0.00,HTPC,Black,450,,,3
Silverstone GD01B-MXR,0.00,HTPC,Black,,,31.3,6
Silverstone LC10B-E,0.00,HTPC,Black,,,30.9,7
Silverstone LC17-B,0.00,HTPC,Black,,,30.9,6
Silverstone LC20-B,0.00,HTPC,Black,,,31.3,6
Silverstone ML02B-MXR,0.00,HTPC,Black / Silver,120,,12.4,1
XClio XCLIO 777Color,0.00,ATX Full Tower,Black,,,93.2,8
Xion AXP970-001BK,0.00,ATX Mid Tower,Black,,Acrylic,40,3
Zalman HD160XT-S,0.00,HTPC,Silver / Gray,,,32.2,5
Zalman HD503,0.00,HTPC,Black,,,34.5,3
In Win BQ669.AD80TBL,0.00,Mini ITX Tower,Black,80,,3.3,0
Silverstone SG06BB-450,0.00,Mini ITX Desktop,Black,450,,11,1
Xion XON-160PCB,0.00,ATX Mid Tower,Black / Silver,500,,,5
Apevia ATX998KL,0.00,ATX Mid Tower,Gray,420,,39.6,4
Lian Li PC-K59,0.00,ATX Mid Tower,Black,,,60.1,6
In Win Fanqua,0.00,ATX Mid Tower,Black,,,49.1,3
HEC 6C11BB,0.00,ATX Mid Tower,Black,,,34.8,3
Broadway Com Corp 101PA,0.00,ATX Mid Tower,Black,500,,32.8,6
Apex Vortex 3610,0.00,ATX Mid Tower,Black,,,36.7,5
Apevia ATX998KL,0.00,ATX Mid Tower,Gray,250,,39.6,4
Apex SK-393-C,0.00,ATX Mid Tower,Black,,,31,5
Enermax Spinerex,0.00,ATX Full Tower,Black,,,68.5,8
Gigabyte GZ-X8BPDX-400,0.00,ATX Mid Tower,Black / Silver,,,36.1,6
Gigabyte GZ-KX9,0.00,ATX Mid Tower,Black / Silver,,,32.8,5
HEC 63R3BB,0.00,ATX Mid Tower,Black,,,35.2,4
In Win BUC,0.00,ATX Mid Tower,Black,,,51.4,5
In Win C583T.D400TBL,0.00,ATX Mid Tower,Black / Silver,400,,35,3
In Win EA035.CQ350SL,0.00,ATX Mid Tower,Black / Silver,350,,34.9,2
In Win EM035.CQ350SL,0.00,MicroATX Mini Tower,Black,350,,25.3,1
In Win Z583T.D400TBL,0.00,MicroATX Mini Tower,Black / Silver,400,,24.2,1
Lian Li PC-K57W,0.00,ATX Mid Tower,Black,,Acrylic,49.9,3
Raidmax Reiter,0.00,ATX Mid Tower,Black,,,49.5,4
Silverstone RV03B-W,0.00,ATX Full Tower,Black / White,,Acrylic,69.4,4
Sunbeam IC-QB-SVBK,0.00,ATX Mid Tower,Black / Silver,,Acrylic,38.6,3
Xigmatek Pantheon,0.00,ATX Mid Tower,Black,,Acrylic,,4
Xigmatek Utgard,0.00,ATX Mid Tower,Black,,,51.7,4
Apevia X-Trooper,0.00,ATX Mid Tower,Black,,Acrylic,44.8,6
Apevia X-Trooper,0.00,ATX Mid Tower,Black,,Acrylic,44.8,6
Fractal Design Define R3,0.00,ATX Mid Tower,Black,,,47.5,8
Fractal Design Define R3,0.00,ATX Mid Tower,White,,,47.5,8
Apevia X-Trooper-Jr,0.00,ATX Mid Tower,Black,,Acrylic,29.8,3
Apevia X-Trooper-Jr,0.00,ATX Mid Tower,Black,,,29.8,3
Apevia X-Trooper-Jr,0.00,ATX Mid Tower,Black,450,,29.8,3
NZXT Beta,0.00,ATX Mid Tower,Black,,,42.8,5
Apevia X-Trooper,0.00,ATX Mid Tower,Black,450,,44.8,6
Cooler Master Elite 310,0.00,ATX Mid Tower,Black / Orange,,Acrylic,39.1,6
Broadway Com Corp A3728,0.00,ATX Mid Tower,Black,,,34.7,4
Broadway Com Corp A3728,0.00,ATX Mid Tower,Black,,,34.7,4
Broadway Com Corp A5938,0.00,ATX Mid Tower,Black,,,40.4,5
Broadway Com Corp A5938,0.00,ATX Mid Tower,Black,,,40.4,5
HEC 6T10LOH400,0.00,MicroATX Mini Tower,Black,400,,24,2
HEC 98R9BB,0.00,ATX Full Tower,Black,,,78.6,5
In Win BM639.AD160TBL,0.00,Mini ITX Tower,Black,160,,6.8,1
In Win EM020.T350SL,0.00,MicroATX Mini Tower,Black / Silver,,,25.3,2
Lian Li PC-A05FNA,0.00,ATX Mid Tower,Silver,,,40.4,3
Lian Li PC-A71F USB3.0,0.00,ATX Mid Tower,Black,,,79.5,10
Lian Li PC-C60,0.00,HTPC,Silver,,,33.1,6
Lian Li PC-P80NB,0.00,ATX Full Tower,Black,,,84.4,10
Lian Li PC-V600F,0.00,MicroATX Mini Tower,Silver,,,34.5,5
Lian Li PC-V600F,0.00,MicroATX Mini Tower,Black,,,34.5,5
Lian Li PC-V600F,0.00,MicroATX Mini Tower,Red,,,34.5,5
Lian Li PC-V600F,0.00,MicroATX Mini Tower,Black,,Acrylic,34.5,5
Lian Li PC-Z60B,0.00,ATX Mid Tower,Black,,,47.5,6
Lian Li PC-Z70B,0.00,ATX Full Tower,Black,,,77.7,9
Logisys CS1200BK,0.00,ATX Mid Tower,Black,,,47.9,5
Logisys CS2006BK,0.00,ATX Mid Tower,Black,480,,38.5,5
Logisys CS301BK,0.00,ATX Mid Tower,Black,480,,34.5,5
Raidmax ATX-298WW,0.00,ATX Mid Tower,Black / White,,Acrylic,42.9,4
Sunbeam IC-EVO,0.00,ATX Mid Tower,Black,,Acrylic,38.5,5
TUNIQ IC-TQ3-US,0.00,ATX Mid Tower,Black,,Acrylic,,3
Thermaltake Soprano DX,0.00,ATX Mid Tower,Black,,,49.8,5
XClio Blue I,0.00,ATX Mid Tower,Black,,,41.6,5
Xion XON-180,0.00,ATX Mid Tower,Black,,,29.5,4
Zalman GS1200,0.00,ATX Full Tower,Black,,,93.7,6
nMEDIAPC HTPC 1000B,0.00,HTPC,Black,,,24.4,4
nMEDIAPC HTPC 3000B,0.00,HTPC,Black,,,28.9,6
nMEDIAPC HTPC 6000B,0.00,HTPC,Silver / Black,,,29.9,5
Fractal Design Define R3,0.00,ATX Mid Tower,Black / Silver,,,47.5,8
Fractal Design Define XL,0.00,ATX Full Tower,Black,,,72.6,10
Raidmax ATX-615WUP,0.00,ATX Mid Tower,White / Blue,500,,47.7,4
Fractal Design Define R3,0.00,ATX Mid Tower,Black / Gray,,,47.5,8
Raidmax ATX-948WBP,0.00,ATX Mid Tower,Black,450,Acrylic,47.1,4
Sentey PS2-3268,0.00,ATX Mid Tower,Black / Silver,,,38.8,4
Raidmax ATX-948WSP,0.00,ATX Mid Tower,Black / Silver,450,Acrylic,47.1,4
Sentey DS1-4234,0.00,ATX Mid Tower,Black,,,38.8,4
Raidmax ATX-305WBP,0.00,ATX Mid Tower,Black,450,,49.5,4
Diablotek CPA-3570,0.00,ATX Mid Tower,Black,,,38.4,4
Sentey CS1-1396,0.00,ATX Mid Tower,Black,,,27.8,5
Sentey BX2-4260 v2.3,0.00,ATX Mid Tower,Black,,Acrylic,39.1,5
nMEDIAPC HTPC 2000B,0.00,HTPC,Silver / Black,,,29.9,6
Sentey BX1-4246 v2.1,0.00,ATX Mid Tower,Black,,,40.2,4
Linkworld 43706-228FU+P04,0.00,MicroATX Mid Tower,Black,430,,23.2,2
Linkworld 431-06 C.2222,0.00,ATX Mid Tower,Black,500,,31.2,5
Linkworld 313-11(3131-11),0.00,ATX Mid Tower,Black / Silver,500,,63.2,6
Sentey GS-6400 - ARVINA,0.00,ATX Full Tower,Black,,,60.7,5
Sentey BX1-4283 v2.3,0.00,ATX Mid Tower,Black,,Acrylic,40.2,4
Sentey BX1-4284 v2.3,0.00,ATX Mid Tower,Black,,Acrylic,40.2,4
Sigma PHANTOM-WB,0.00,ATX Mid Tower,Black,,Acrylic,47.7,4
Sigma BLITZ-WB,0.00,ATX Mid Tower,Black,,Acrylic,46.6,4
Sentey BX2-4291 v2.3,0.00,ATX Mid Tower,Black,,Acrylic,39.1,5
Sigma Pluto-WB,0.00,ATX Mid Tower,Black,,Acrylic,41.5,5
Sentey BX1-4237 v2.1,0.00,ATX Mid Tower,Black,,,40.2,4
Sentey CS1-1399,0.00,ATX Mid Tower,Black,250,,27.8,2
Sentey PS2-3270,0.00,ATX Mid Tower,Black / Silver,250,,38.8,4
Sentey PS2-3271,0.00,ATX Mid Tower,Black,250,,38.8,4
Linkworld Q319-C8888-P4,0.00,ATX Mid Tower,Silver,500,,42.4,6
Sentey PS2-3272,0.00,ATX Mid Tower,Black,250,,38.8,4
Apevia X-Dreamer,0.00,ATX Mid Tower,Black,420,,36,5
BitFenix Colossus,0.00,ATX Full Tower,Black,,,79,7
BitFenix Colossus Window,0.00,ATX Full Tower,Black,,Acrylic,79,7
BitFenix Merc Beta,0.00,ATX Mid Tower,Black,,,40.5,6
BitFenix Outlaw,0.00,ATX Mid Tower,Black,,,37.3,4
BitFenix Survivor Core,0.00,ATX Mid Tower,Black,,,45.8,6
BitFenix Survivor,0.00,ATX Mid Tower,Black,,,45.8,6
Cooler Master Elite 330 Upgraded,0.00,ATX Mid Tower,Black / Silver,,,40.5,5
nMEDIAPC HTPC 5000S,0.00,HTPC,Silver / Black,,,24.4,4
Silverstone PS06B-W,0.00,ATX Mid Tower,Black / Blue,,Acrylic,57.2,4
In Win BM639.AD160TSL,0.00,Mini ITX Tower,Black / Silver,160,,6.8,1
Lian Li PC-K9B,0.00,ATX Mid Tower,Black,,,49.9,6
Lian Li PC-8NW USB3.0,0.00,ATX Mid Tower,Black,,Acrylic,46.2,3
Lian Li PC-K9WX,0.00,ATX Mid Tower,Black,,Acrylic,49.9,6
Lian Li PC-60FN USB3.0,0.00,ATX Mid Tower,Black,,,48,4
Lian Li PC-V353,0.00,HTPC,Black,,,32.7,2
Lian Li PC-V353,0.00,HTPC,Silver,,,32.7,2
Lian Li PC-7FN USB 3.0,0.00,ATX Mid Tower,Black,,,,4
NZXT Tempest 410,0.00,ATX Mid Tower,Black,,,51.1,8
Apevia X-Telstar-Jr G-Type,0.00,ATX Mid Tower,Black / Green,,Acrylic,42.3,3
Apevia X-Jupiter G-Type,0.00,ATX Full Tower,Silver,,Acrylic,64.5,6
Apevia X-Telstar,0.00,ATX Full Tower,Black / Blue,,Acrylic,52.7,5
Apevia X-Dreamer,0.00,ATX Mid Tower,Black,420,Acrylic,36,5
Apevia X-Dreamer2,0.00,ATX Mid Tower,Blue,420,Acrylic,40,5
Apevia X-Dreamer,0.00,ATX Mid Tower,Silver,420,Acrylic,36,5
Apevia X-Dreamer2,0.00,ATX Mid Tower,Green,420,Acrylic,40,5
Apevia X-Jupiter G-Type,0.00,ATX Full Tower,Gray,,Acrylic,64.5,6
Apevia X-Dreamer,0.00,ATX Mid Tower,Silver,420,,36,5
Apevia X-Jupiter G-Type,0.00,ATX Full Tower,Silver,,,66.3,6
Linkworld 431-06 C.2828,0.00,ATX Mid Tower,Silver,500,,31.2,5
Gigabyte GZ-F5HEB,0.00,ATX Mid Tower,Black,,,28.7,5
HEC 6BRBBB,0.00,ATX Mid Tower,Black,,,38.3,4
Gigabyte GZ-X2SPD-500,0.00,ATX Mid Tower,White,,,36.5,3
Linkworld 6280-01,0.00,HTPC,Black / Silver,400,,21.1,1
Gigabyte GZ-F2HEB,0.00,ATX Mid Tower,Black,,,28.7,5
Linkworld 3210-04-C2628,0.00,ATX Mid Tower,Black / Silver,,Acrylic,36.8,5
HEC 6K11BB,0.00,MicroATX Mini Tower,Black,,,26.4,1
Linkworld 43715-128FU+P04,0.00,MicroATX Mini Tower,Black,430,,23.2,1
XClio Touch 320,0.00,ATX Mid Tower,Black,,,56.5,8
Xion XON-403,0.00,ATX Mid Tower,Black / Silver,,Acrylic,33.4,5
nMEDIAPC HTPC 1000B,0.00,HTPC,Silver / Black,,,24.4,4
XClio Touch 767,0.00,ATX Full Tower,Black,,,56.5,6
XClio Touch 787,0.00,ATX Full Tower,Black,,,56.5,6
Silverstone Fortress Series FT02S,0.00,ATX Full Tower,Silver,,Acrylic,64.8,5
Azza Triton 401,0.00,ATX Mid Tower,Black,,,47.6,4
Azza Hurrican 2000R,0.00,ATX Full Tower,Black,,Acrylic,82,6
Enermax Fulmo Advance,0.00,ATX Mid Tower,Black,,,57.5,6
Foxconn RM233+DSI250P,0.00,Mini ITX Tower,Black / Silver,250,,9.1,1
Foxconn RM338+FSP150-50GL,0.00,Mini ITX Tower,Black / Silver,150,,9.1,1
In Win IW-V508T2X.L+,0.00,MicroATX Mini Tower,White,,,22.9,1
Apevia X-Telstar,0.00,ATX Full Tower,Black / Red,,Acrylic,52.7,5
Apevia X-Telstar,0.00,ATX Full Tower,Black / Green,,Acrylic,52.7,5
Lian Li PC-C37U,0.00,HTPC,Black,300,,18.4,2
In Win Dragon Rider,0.00,ATX Full Tower,White / Black,,,76.6,6
Sentey GS-6000,0.00,ATX Mid Tower,Black,,,42.5,4
Sentey BX2-4260 v2.1,0.00,ATX Mid Tower,Black,,,39.1,5
Sentey GS-6070 Abaddom,0.00,ATX Mid Tower,Black,,,42.5,4
Sentey CS1-1397,0.00,ATX Mid Tower,Black,,,27.8,2
Sentey BX1-4285 v2.1,0.00,ATX Mid Tower,Black,,,40.2,4
Rosewill RZLS142A-P YE,0.00,ATX Mid Tower,Black / Yellow,,,35.7,4
Sentey GS-6050 Halcon,0.00,ATX Mid Tower,Black,,,42.5,4
Sigma ATLANTIS,0.00,ATX Mid Tower,Blue,,,74.1,4
Sentey GS-6600 Wolf,0.00,ATX Full Tower,Black,,,60.7,5
Sigma ZEN-WAR,0.00,ATX Mid Tower,Black / Silver,,Acrylic,74.1,3
Sigma ZEN-WAR,0.00,ATX Mid Tower,Green,,Acrylic,74.1,3
Logisys CS309Bk,0.00,ATX Mid Tower,Black,480,Acrylic,31.8,1
Sentey GS-6500B,0.00,ATX Full Tower,Black / Blue,,,61,5
Sentey GS-6400W - ARVINA,0.00,ATX Full Tower,White / Black,,,60.7,5
BitFenix Raider,0.00,ATX Mid Tower,Black,,,,6
Cooler Master Elite 370,0.00,ATX Mid Tower,Black,400,,38.7,5
Cooler Master Elite 370,,ATX Mid Tower,Black,400,,38.7,5
Lian Li PC-6,,ATX Mid Tower,Black,,,,3
Lian Li PC-C32B USB3.0,,HTPC,Black,,,37.4,4
Lian Li PC-B10 USB3.0,,ATX Mid Tower,Black,,,46.4,4
Lian Li PC-K65,,ATX Mid Tower,Black,,,50.1,6
Lian Li PC-K56 N,,ATX Mid Tower,Black,,,50.1,3
Raidmax Super Hurricane,,ATX Mid Tower,Black / Blue,,Acrylic,36.7,4
Raidmax Super Hurricane,,ATX Mid Tower,Black / Silver,,Acrylic,36.7,4
Cougar Solution RSB400,,ATX Mid Tower,Black,400,,40.7,6
Raidmax ATX-321WB,,ATX Mid Tower,Black / Orange,,Acrylic,42.6,4
In Win IW-BW138.CQ450TBL,,ATX Mid Tower,Black,,,34.9,4
Raidmax Seiran,,ATX Mid Tower,White / Black,,,45.3,6
Xion XON-990,,ATX Mid Tower,Black,,,53,5
Raidmax Viper,,ATX Mid Tower,Red / Black,,Acrylic,42.6,4
Raidmax Seiran,,ATX Mid Tower,Red / Black,,,45.3,6
HEC 6T10LOH585,,MicroATX Mini Tower,Black,585,,24,2
Antec One Illusion,,ATX Mid Tower,Black,,,44.2,5
Lian Li PC-Q15,,HTPC,Silver,300,,14.6,1
Lian Li PC-Q09FN,,HTPC,Silver,300,,7.5,1
Lian Li PC-V700,,ATX Mid Tower,Black,,Acrylic,41.7,6
Lian Li PC-Q15,,HTPC,Black,300,,14.6,1
Lian Li PC-V700,,ATX Mid Tower,Black,,,41.7,6
Lian Li PC-Q18,,HTPC,Silver,,,20.9,6
Lian Li PC-Q25A,,Mini ITX Tower,Silver,,,20.2,7
NZXT Phantom 410,,ATX Mid Tower,White / Black,,Acrylic,58.5,6
NZXT Phantom 410,,ATX Mid Tower,Black / White,,Acrylic,58.5,6
BitFenix Colossus Window,,ATX Full Tower,White,,Acrylic,79,7
BitFenix Shinobi Window,,ATX Mid Tower,White,,Acrylic,46.2,7
BitFenix Merc Beta,,ATX Mid Tower,Black,,,40.5,6
BitFenix Colossus Venom Window,,ATX Full Tower,Black,,Acrylic,79.4,7
Fractal Design Define R4,,ATX Mid Tower,Black / Gray,,,56,8
XClio 320,,ATX Mid Tower,Black,,,43.7,8
DIYPC SW-713,,ATX Mid Tower,Black,,,41.2,2
DIYPC SW-9001,,ATX Mid Tower,Black,,,41.2,2
Lian Li PC-Q02,,Mini ITX Tower,Silver,300,,6.8,1
BitFenix Colossus,,ATX Full Tower,White,,,79,7
Thermaltake ARMOR REVO,,ATX Full Tower,Black,,Acrylic,82,6
HEC 6T16BB,,ATX Mini Tower,Black,,,24,2
Zalman GS1000 SE,,ATX Full Tower,Black,,,94.7,6
Rosewill RPS-01,,ATX Mid Tower,Black / Silver,500,Acrylic,45.7,6
Gigabyte GZ-ZIF138R,,ATX Mid Tower,Black,,,33.3,4
Antec LanBoy Air,,ATX Mid Tower,Black,,,58.5,6
Cougar Evolution,,ATX Mid Tower,White,,Acrylic,59.8,4
In Win K1 STANDARD,,Mini ITX Desktop,Black,120,,4.7,0
Gigabyte GZ-AXBS11-CNB,,ATX Mid Tower,Black,,,42.9,6
Silverstone LC10B-E-USB3.0,,HTPC,Black,,,31.1,7
Sentey GS-6070 II Abaddom,,ATX Mid Tower,Black,,Acrylic,42.5,4
Sentey CS1-1420 TAC2.0,,ATX Mid Tower,Black,,,30.3,5
In Win Z670T.CQ350TBL,,MicroATX Mini Tower,Black,350,,24.2,2
Gigabyte GZ-ZIF338R,,ATX Mid Tower,Black,,,33.3,4
Topower TP-4107BB-400,,ATX Mid Tower,Black,400,,30.6,5
Athena Power CA-GSB01DA,,ATX Mid Tower,Black,,Acrylic,41.1,4
Raidmax ATX-605BW,,ATX Mid Tower,Black / White,,,75.6,6
Lian Li PC-Q16,,Mini ITX Tower,Silver,300,,9.2,1
Lian Li PC-A55,,ATX Mid Tower,Black,,,31.8,2
Topower TP-1687BB-300,,MicroATX Desktop,Black / White,300,,15.4,1
Lian Li PC-Q03,,Mini ITX Tower,Silver,,,10.2,1
Lian Li PC-Q16,,Mini ITX Tower,Black,300,,9.2,1
Apex PCV-588,,ATX Mid Tower,Black,,Acrylic,39.9,6
In Win BL641S.300TBL,,MicroATX Slim,Black,300,,11.6,2
Silverstone RL01B-USB 3.0,,ATX Mid Tower,Black,,,40.9,5
Sentey GS-6700 SPIDER,,ATX Full Tower,Black,,,60.7,5
Cougar Solution AF-2,,ATX Mid Tower,Black / Green,,,40.7,6
Sentey GS-6410 ARVINA PLUS,,ATX Full Tower,Black,,Acrylic,60.7,5
Sentey GS-6510 BURTON PLUS,,ATX Full Tower,Black,,Acrylic,60.7,5
Lian Li PC-K56N USB 3.0,,ATX Mid Tower,Black,,,50.1,3
Lian Li PC-V750,,ATX Full Tower,Black,,,99.4,9
Silverstone LC20B-M-USB3.0,,HTPC,Black,,,31.2,6
In Win GR One,,ATX Full Tower,Gray / Black,,Acrylic,81,8
Lian Li PC-B12,,ATX Mid Tower,Black,,,49.3,3
Lian Li PC-X2000FNB,,ATX Full Tower,Black,,,75.4,9
In Win GR One,,ATX Full Tower,Gray / Black,,Acrylic,81,8
Topower TP-4106BB,,ATX Mid Tower,Black,,,,5
DIYPC Adventurer-9601R,,ATX Full Tower,Black,,Acrylic,49.7,7
Apevia X-Jupiter-Jr G-Type,,ATX Mid Tower,Blue,,Acrylic,42.3,3
Apevia X-Jupiter-Jr G-Type,,ATX Mid Tower,Black,,Acrylic,42.3,3
Apevia X-Jupiter-Jr G-Type,,ATX Mid Tower,Silver,,Acrylic,42.3,3
Apevia X-Jupiter-Jr G-Type,,ATX Mid Tower,Silver,,Acrylic,42.3,3
Silverstone SG01B-F-USB3.0,,MicroATX Desktop,Black,,,21.7,2
Enermax ECA3175,,ATX Mid Tower,Black,,Acrylic,33.9,6
Cooler Master Storm Scout 2 Advanced,,ATX Mid Tower,Gray / Black,,Acrylic,61.6,7
Lian Li PC-7H,,ATX Mid Tower,Black,,,55.5,4
Gigabyte GZ-ZLM10BS,,ATX Mid Tower,Black,,,36.2,8
